id,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,first_funding_year,last_funding_year
884,CA,37.4049731,-122.0323525,94089,c:5306,Sunnyvale,San Francisco CA 94105,Efficient Frontier,1,1/1/2002,2013-06-01,2006-08-31,2006-08-31,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:5306,0,0,0,0,1,0,3.0,1,acquired,2006,2006
207,CA,37.36883,-122.03635,94085,c:16303,Sunnyvale,Sunnyvale CA 94085,NetDevices,1,1/1/2003,2013-06-01,2005-08-16,2005-08-16,2.6247,2.6247,2.5205,4.4767,4,1,25000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16303,0,0,0,1,0,0,5.0,1,acquired,2005,2005
747,NY,40.730646,-73.986614,100011,c:43188,New York,New York NY 100011,Go Try It On,1,12/1/2009,2013-06-01,2010-11-04,2012-11-13,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:43188,0,1,1,0,0,0,2.0,1,acquired,2010,2012
593,MA,42.3751,-71.105616,2139,c:33507,Cambridge,Cambridge MA 2139,Performable,1,10/17/2009,2013-06-01,2010-01-15,2010-01-15,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:33507,0,0,1,0,0,0,1.0,1,acquired,2010,2010
1010,CA,37.779281,-122.419236,94607,c:68157,San Francisco,San Francisco CA 94607,Appstores.com,1,5/24/2010,2013-06-01,2010-08-01,2011-08-01,0.189,1.189,1.3562,1.6575,6,2,1155000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:68157,0,1,0,0,0,0,9.5,1,acquired,2010,2011
403,CA,37.560781,-122.284114,94404,c:2395,San Mateo,San Francisco CA 94105,Fortify Software,1,10/1/2002,2013-06-01,2005-12-15,2005-12-15,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:2395,0,0,0,0,0,1,2.0,1,acquired,2005,2005
666,CA,37.658313,-122.391032,94080,c:38220,South San Francisco,South San Francisco CA 94080,iCurrent,1,1/1/2006,2013-06-01,2008-08-01,2008-08-01,2.5836,2.5836,2.0,2.0,5,1,3000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:38220,0,0,1,0,0,0,1.0,1,acquired,2008,2008
847,MA,42.360253,-71.058291,2210,c:49815,Boston,Boston MA 2210,AisleBuyer,1,1/1/2009,2013-06-01,2010-11-23,2011-06-13,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:49815,0,0,0,0,0,0,1.0,1,acquired,2010,2011
421,TX,30.321464,-97.75501,78731,c:249,Austin,Austin TX 78731,Indeed,1,11/1/2004,2013-06-01,2005-08-01,2005-08-01,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:249,0,0,1,0,0,0,3.0,1,acquired,2005,2005
364,MA,42.37564,-71.2358,2451,c:22027,Waltham,Waltham MA 2451,Colubris Networks,1,1/1/2000,2013-06-01,2005-03-08,2006-10-23,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:22027,1,0,0,0,0,1,5.0,1,acquired,2005,2006
31,CA,37.7870842,-122.4038047,94103,c:109,San Francisco,San Francisco CA 94105,Mashery,1,5/1/2006,2013-06-01,2007-01-01,2012-07-23,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:109,1,1,1,1,1,1,5.0,1,acquired,2007,2012
768,CA,37.441537,-122.158332,94301,c:43948,Palo Alto,Palo Alto CA 94301,Transparency Software,0,1/1/2004,2009-01-01,2005-03-09,2007-07-01,1.1863,3.4986,2.5205,4.4767,0,2,12050000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43948,1,0,1,0,0,0,2.0,1,closed,2005,2007
1059,CA,37.445586,-122.161929,95128,c:765,Palo Alto,Palo Alto CA 95128,Viewdle,1,1/1/2006,2013-06-01,2008-03-01,2010-10-05,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:765,1,0,1,1,0,0,2.0,1,acquired,2008,2010
320,CA,33.5842816,-117.7306817,92656,c:19257,Aliso Viejo,San Francisco CA 94105,Enclarity,1,2/1/2005,2013-06-01,2009-03-10,2009-03-10,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,CA,1,0,0,0,0,consulting,0,0,0,0,0,0,0,0,1,0,c:19257,0,0,0,0,1,0,2.0,1,acquired,2009,2009
445,CA,37.402773,-122.052551,94089,c:25827,Sunnyvale,San Francisco CA 94105,Virsto Software,1,7/1/2007,2013-06-01,2009-06-26,2011-08-25,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:25827,0,0,1,1,0,0,3.3333,1,acquired,2009,2011
950,MO,39.103151,-94.581908,64106,c:5932,Kansas City,San Francisco CA 94105,Handmark,1,7/1/2000,2013-06-01,2005-09-12,2006-09-07,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,MO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:5932,0,0,1,1,0,0,4.5,1,acquired,2005,2006
617,MA,42.546483,-71.17366700000002,1887,c:35157,Wilmington,Wilmington MA 1887,Viacor,0,12/1/1999,2011-11-11,2002-09-12,2010-11-10,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:35157,0,0,0,1,0,0,2.0,1,closed,2002,2010
1112,CA,37.805289,-122.404448,94111,c:8596,San Francisco,San Francisco CA 94105,Carbonetworks,0,1/1/2005,2011-07-28,2008-07-01,2008-07-01,3.4986,3.4986,3.0,3.0,6,1,5000000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:8596,0,0,1,0,0,0,1.0,1,closed,2008,2008
332,WA,47.675489,-122.191667,98033-6314,c:19861,Kirkland,Kirkland WA 98033-6314,SchemaLogic,1,1/1/2001,2013-06-01,2005-01-17,2010-04-20,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:19861,1,0,0,0,1,0,3.0,1,acquired,2005,2010
787,FL,27.951849,-82.456397,33609,c:45114,Tampa,Tampa FL 33609,Skyway Software,0,1/1/2001,2012-10-01,2007-05-16,2007-05-16,6.3726,6.3726,2.5205,4.4767,0,1,4000000,0,FL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:45114,1,0,0,0,0,0,3.0,0,closed,2007,2007
396,MA,42.360253,-71.058291,02111-1720,c:23533,Boston,Boston MA 02111-1720,CardStar,1,12/1/2008,2013-06-01,2010-03-30,2011-09-13,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:23533,0,0,1,0,0,0,3.0,1,acquired,2010,2011
431,CA,37.7831775,-122.3086191,94501,c:25325,Alameda,San Francisco CA 94105,Makani Power,1,1/1/2006,2013-06-01,2008-08-23,2008-08-23,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:25325,0,0,0,1,0,0,1.0,1,acquired,2008,2008
1101,WA,47.765758,-122.184304,98011,c:8351,Bothell,San Francisco CA 94105,Myrio,0,12/1/1999,2012-01-01,2001-01-01,2001-01-01,1.0877,1.0877,2.5205,4.4767,5,1,20500000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:8351,1,0,0,0,0,0,4.0,1,closed,2001,2001
13,CO,40.730646,-73.986614,80302,c:10392,Boulder,San Francisco CA 94105,Intela,1,2/2/2006,2013-06-01,2010-01-18,2012-08-09,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,CO,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:10392,1,0,0,0,0,0,2.0,0,acquired,2010,2012
452,CA,37.54763,-122.307887,94403-1855,c:26128,San Mateo,San Francisco CA 94105,Sana Security,1,1/1/2000,2013-06-01,2007-04-02,2007-04-02,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:26128,0,0,0,0,0,0,2.0,1,acquired,2007,2007
492,CA,37.790485,-122.40094,94104,c:2808,San Francisco,San Francisco CA 94105,Sportgenic,1,9/1/2005,2013-06-01,2007-01-01,2008-09-09,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:2808,0,1,1,1,0,0,3.3333,1,acquired,2007,2008
20,CA,37.7870923,-122.3999719,94105,c:10581,San Francisco,San Francisco CA 94105,Lolapps,1,1/1/2008,2013-06-01,2008-09-05,2008-09-05,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10581,0,0,1,0,0,0,3.0,1,acquired,2008,2008
315,CA,37.3492097,-122.0326019,94087,c:190214,Sunnyvale,San Francisco CA 94105,Behavio,1,6/12/2012,2013-06-01,2012-06-01,2012-06-01,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:190214,0,1,0,0,0,0,1.0,0,acquired,2012,2012
231,FL,28.098905,-82.400087,33626,c:1674,Tampa,San Francisco CA 94105,Infinity Box,1,1/1/2006,2013-06-01,2006-01-01,2006-04-01,0.0,0.2466,2.4164,5.3151,10,2,118000,3,FL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:1674,0,1,0,0,0,0,1.5,1,acquired,2006,2006
245,CA,37.779026,-122.40184,94103,c:170,San Francisco,San Francisco CA 94105,adBrite,1,1/1/2003,2001-02-01,2004-09-01,2012-05-01,1.6685,9.337,7.3808,10.474,17,4,40400000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:170,0,0,1,1,1,1,1.6667,1,acquired,2004,2012
484,TX,32.9583632,-96.8215658,75001,c:27740,Dallas,San Francisco CA 94105,Texert,0,1/1/2007,2008-07-14,2008-10-21,2008-10-21,1.8055,1.8055,2.5205,4.4767,1,1,3000000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:27740,0,0,1,0,0,0,1.0,1,closed,2008,2008
